param,row,col,value
w2,8,8,0.05899142261282077
w2,8,9,-0.15066915471776615
w2,8,10,-0.15559116127333436
w2,8,11,-0.060841148075618155
w2,8,12,-0.21903332878923842
w2,8,13,0.343785614346682
w2,8,14,-0.07369512700586507
w2,8,15,-0.1175355236905458
w2,8,16,-0.35310582580761374
w2,8,17,0.19191351566592138
w2,8,18,0.015554810363979788
w2,8,19,-0.17028093611925776
w2,8,20,0.34448392274880985
w2,8,21,-0.031210404920450695
w2,8,22,0.10508628926042064
w2,8,23,0.3002349637534833
w2,8,24,-0.22023725622691487
w2,8,25,0.23041505782323157
w2,8,26,-0.18108365727385972
w2,8,27,0.023595276102781736
w2,8,28,-0.09783767133513609
w2,8,29,-0.14355317252362532
w2,8,30,-0.1400975564079402
w2,8,31,0.07388405556575552
w2,8,32,-0.12022888481893791
w2,8,33,-0.031825408691482544
w2,8,34,-0.06851352001808628
w2,8,35,-0.12467841232651765
w2,8,36,0.5257204140946756
w2,8,37,-0.05389327504875939
w2,8,38,0.286089764762096
w2,8,39,-0.17344891240580776
w2,8,40,-0.44977289054958797
w2,8,41,0.04299334746191473
w2,8,42,-0.18178836559405048
w2,8,43,0.3731510917021666
w2,8,44,0.03887518414760441
w2,8,45,0.03868839144661283
w2,8,46,0.004548033963330802
w2,8,47,-0.019624129396614523
w2,8,48,0.1745740105792264
w2,8,49,0.051830728748998973
w2,9,0,-0.30764976528135435
w2,9,1,0.07010728458892546
w2,9,2,-0.25753644501685036
w2,9,3,0.4179747526063149
w2,9,4,-0.03873811007443445
w2,9,5,-0.08987909000277282
w2,9,6,0.004242448238200268
w2,9,7,-0.03658041214371163
w2,9,8,0.07232500250909618
w2,9,9,0.14799149814085663
w2,9,10,0.1545474081486704
w2,9,11,0.3889561318479243
w2,9,12,0.01082662925664448
w2,9,13,0.10429812284591634
w2,9,14,-0.10325279275250622
w2,9,15,0.06837407706793559
w2,9,16,0.312819919099738
w2,9,17,-0.17200107729487296
w2,9,18,0.10819148578420261
w2,9,19,-0.20470715187858904
w2,9,20,-0.08417972551414796
w2,9,21,0.2624470854947757
w2,9,22,-0.07503984216192343
w2,9,23,0.25916055264687626
w2,9,24,-0.08794065456730138
w2,9,25,0.10953196685016571
w2,9,26,-0.0751049521994824
w2,9,27,0.21760784735183264
w2,9,28,0.22112494086597595
w2,9,29,-0.0978643611923049
w2,9,30,-0.25735297005341395
w2,9,31,-0.29852456813043565
w2,9,32,-0.15522905691825273
w2,9,33,-0.016547744289357274
w2,9,34,0.3286983477272967
w2,9,35,0.3260227748949337
w2,9,36,0.06413065224933175
w2,9,37,-0.1002691842628175
w2,9,38,0.005520608198516239
w2,9,39,0.0905935734902496
w2,9,40,-0.053761518741469616
w2,9,41,0.2119831031124544
w2,9,42,-0.13462053568322613
w2,9,43,-0.1347098532002058
w2,9,44,0.22431466538330988
w2,9,45,0.021785313928084797
w2,9,46,0.017348392279522378
w2,9,47,-0.22743799063997044
w2,9,48,-0.055480458423929395
w2,9,49,0.006917194419838948
w2,10,0,0.24930815788841929
w2,10,1,-0.16613579397611575
w2,10,2,0.19869305705665258
w2,10,3,-0.23091657161214516
w2,10,4,0.024000055069565342
w2,10,5,-0.15026730812198885
w2,10,6,-0.11164806896372831
w2,10,7,-0.00046481515365154314
w2,10,8,0.3791151270868064
w2,10,9,-0.1998263801253206
w2,10,10,0.005133180412220149
w2,10,11,0.2571817358401135
w2,10,12,-0.3217625830935487
w2,10,13,0.08373188712138203
w2,10,14,0.1259969664063033
w2,10,15,0.13636136476585842
w2,10,16,-0.037539685949891
w2,10,17,0.1282141631798051
w2,10,18,0.014694763286031379
w2,10,19,-0.12598742682350014
w2,10,20,0.09987764866165785
w2,10,21,-0.0338143013704738
w2,10,22,0.012210967373443052
w2,10,23,-0.563562738440098
w2,10,24,0.17267065581048635
w2,10,25,-0.18083354143885155
w2,10,26,0.4835632934824642
w2,10,27,0.19183202102937777
w2,10,28,0.10019449016169431
w2,10,29,-0.24680732550005322
w2,10,30,-0.1560270012784526
w2,10,31,0.07316482955524393
